"id","active","create_date","create_uid/id","items_id/id","items_id/base","items_id/min_quantity","items_id/categ_id/id","items_id/create_date","items_id/create_uid/id","items_id/price_discount","items_id/price_max_margin","items_id/price_min_margin","items_id/name","items_id/base_pricelist_id/id","items_id/product_tmpl_id/id","items_id/product_id/id","items_id/price_surcharge","items_id/price_round","items_id/sequence","items_id/write_uid/id","items_id/write_date","date_end","date_start","pricelist_id/id","name","write_uid/id","write_date"
"__export__.product_pricelist_version_3","True","2015-10-05 21:46:31","base.user_root","__export__.product_pricelist_item_3","3","0","","2015-10-05 21:46:31","base.user_root","0.0","0.0","0.0","Regla - Puntos BanReservas","","","","0.0","0.0","10","base.user_root","2015-10-05 21:46:31","","","__export__.product_pricelist_3","Version - Puntos BanReservas","base.user_root","2015-10-05 21:46:31"
