"id","active","company_id/id","create_date","create_uid/id","currency_id/id","name","type","version_id/id","version_id/active","version_id/create_date","version_id/create_uid/id","version_id/items_id/base","version_id/items_id/min_quantity","version_id/items_id/categ_id","version_id/items_id/create_date","version_id/items_id/create_uid","version_id/items_id/price_discount","version_id/items_id/price_max_margin","version_id/items_id/price_min_margin","version_id/items_id/name","version_id/items_id/base_pricelist_id","version_id/items_id/product_tmpl_id","version_id/items_id/product_id","version_id/items_id/price_surcharge","version_id/items_id/price_round","version_id/items_id/sequence","version_id/items_id/write_uid","version_id/items_id/write_date","version_id/date_end","version_id/date_start","version_id/name","version_id/write_uid/id","version_id/write_date","write_uid/id","write_date"
"__export__.product_pricelist_3","True","","2015-10-05 21:46:31","base.user_root","__export__.res_currency_175","Tarifa Puntos Banco de Reservas","sale","__export__.product_pricelist_version_3","True","2015-10-05 21:46:31","base.user_root","3","0","","2015-10-05 21:46:31","Administrator","0.0","0.0","0.0","Regla - Puntos BanReservas","","","","0.0","0.0","10","Administrator","2015-10-05 21:46:31","","","Version - Puntos BanReservas","base.user_root","2015-10-05 21:46:31","base.user_root","2015-10-05 21:46:31"
