"id","active","field","create_date","create_uid/id","currency_id/id","name","write_uid/id","write_date"
"__export__.product_price_type_3","True","list_price","2015-10-05 21:43:51","base.user_root","__export__.res_currency_175","Banco Reservas Puntos - Moneda","base.user_root","2015-10-05 21:43:51"
